"attribute","probit","ergm"
"edges",5762.32810000001,6.15040000000009
"esp",2887.1509,3296.2047
"ideg",42.518,103.2423
"odeg",52.1706,54.7314
"dist",22594.4334,29190.004
"gof_stat","probit obs","probit min","probit mean","probit max","ergm obs","ergm min","ergm mean","ergm max","ergm MC p-value","probit_error","ergm_error","gof_attribute"
"edges",1188,1071,1112.09,1142,"1188","1083","1185.52","1261","0.94",5762.32810000001,6.15040000000009,"edges"
"gof_stat","probit obs","probit mean","probit median","probit min","probit max","probit MC p-value","ergm obs","ergm min","ergm mean","ergm max","ergm MC p-value","probit_error","ergm_error","gof_attribute"
"esp29",8,12.89,12,4,24,0.841808215771666,"8","0","15.94","37","0.14",23.9121,63.0436,"esp"
"esp3",12,9.41,9,1,22,0.915813560467507,"12","5","16.05","31","0.42",6.7081,16.4025,"esp"
"esp30",16,10.58,10,2,21,0.824926913095607,"16","5","14.13","27","0.76",29.3764,3.4969,"esp"
"esp31",9,7.97,7.5,1,17,0.966467964131534,"9","0","1.81","7","0",1.0609,51.6961,"esp"
"esp32",11,6.09,6,0,14,0.841169811728457,"11","0","1.77","8","0",24.1081,85.1929,"esp"
"esp33",6,4.24,4,0,12,0.942734915590744,"6","0","1.6","5","0",3.0976,19.36,"esp"
"esp34",2,2.87,3,0,8,0.971674433972617,"2","0","1.57","7","0.86",0.7569,0.1849,"esp"
"esp35",4,2.32,2,0,8,0.945333700132875,"4","0","0.98","4","0.04",2.8224,9.1204,"esp"
"esp36",4,1.88,2,0,8,0.931048324738552,"4","0","0.83","4","0.02",4.4944,10.0489,"esp"
"esp37",0,1.39,1,0,5,0.954758969542144,"0","0","0.64","4","1",1.9321,0.4096,"esp"
"esp38",2,1.23,1,0,6,0.974929104836784,"2","0","0.44","2","0.18",0.5929,2.4336,"esp"
"esp39",3,0.87,0,0,4,0.930723897586842,"3","0","0.37","3","0.02",4.5369,6.9169,"esp"
"esp4",24,10.01,10,3,29,0.568006644245339,"24","8","20.13","38","0.5",195.7201,14.9769,"esp"
"esp40",0,0.61,0,0,3,0.980137424062356,"0","0","0.14","2","1",0.3721,0.0196,"esp"
"esp41",0,0.22,0,0,3,0.992835804238495,"0","0","0.2","1","1",0.0484,0.04,"esp"
"esp42",0,0.11,0,0,2,0.996417866018752,"0","0","0.26","1","1",0.0121,0.0676,"esp"
"esp43",0,0,0,0,0,1,"0","0","0.24","1","1",0,0.0576,"esp"
"esp5",13,12.57,12,3,27,0.985997784374272,"13","9","22.94","44","0.1",0.1849,98.8036,"esp"
"esp6",20,14.86,15,5,27,0.833835773127381,"20","11","26.28","41","0.38",26.4196,39.4384,"esp"
"esp7",9,17.75,17,8,29,0.720999252970345,"9","13","28.76","51","0",76.5625,390.4576,"esp"
"esp8",13,20.6,20,9,38,0.756418463809811,"13","12","30.36","52","0.02",57.76,301.3696,"esp"
"esp9",30,25.03,24.5,14,39,0.839255227764186,"30","19","32.79","57","0.86",24.7009,7.7841,"esp"
"gof_stat","probit obs","probit mean","probit median","probit min","probit max","probit MC p-value","ergm obs","ergm min","ergm mean","ergm max","ergm MC p-value","probit_error","ergm_error","gof_attribute"
"0",0,0,0,0,0,1,"0","0","0","0","1",0,0,"ideg"
"1",0,0,0,0,0,1,"0","0","0","0","1",0,0,"ideg"
"10",1,0.21,0,0,2,0.468614717616728,"1","0","1.01","4","1",0.6241,1e-04,"ideg"
"11",0,0.38,0,0,2,0.727384648538729,"0","0","0.96","3","0.72",0.1444,0.9216,"ideg"
"12",0,0.37,0,0,2,0.73428373340165,"0","0","0.78","4","0.92",0.1369,0.6084,"ideg"
"13",0,0.74,1,0,3,0.497223058431334,"0","0","1.06","4","0.74",0.5476,1.1236,"ideg"
"14",3,1.13,1,0,4,0.0862514739504254,"3","0","0.81","4","0.04",3.4969,4.7961,"ideg"
"15",0,1.43,1,0,5,0.189566769447633,"0","0","1.06","5","0.6",2.0449,1.1236,"ideg"
"16",1,1.63,2,0,6,0.563295784130732,"1","0","0.99","4","1",0.3969,1e-04,"ideg"
"17",2,1.79,2,0,5,0.847232274813243,"2","0","1.02","4","0.48",0.0441,0.9604,"ideg"
"18",1,2.28,2,0,5,0.240293335850313,"1","0","1.14","5","1",1.6384,0.0196,"ideg"
"19",5,2.6,3,0,6,0.02768466240437,"5","0","1.36","5","0.06",5.76,13.2496,"ideg"
"2",0,0,0,0,0,1,"0","0","0.02","1","1",0,4e-04,"ideg"
"20",3,2.5,2,0,7,0.646454687416365,"3","0","1.3","5","0.3",0.25,2.89,"ideg"
"21",2,2.41,2,0,6,0.706821584811885,"2","0","1.27","4","0.76",0.1681,0.5329,"ideg"
"22",3,2.57,3,0,7,0.693229698244477,"3","0","1.73","5","0.48",0.1849,1.6129,"ideg"
"23",6,3.14,3,0,8,0.00869743362576038,"6","0","1.83","6","0.02",8.1796,17.3889,"ideg"
"24",4,3.25,3,0,7,0.491427967707118,"4","0","1.91","6","0.2",0.5625,4.3681,"ideg"
"25",1,2.92,3,0,7,0.0781739598738037,"1","0","2.5","7","0.6",3.6864,2.25,"ideg"
"26",5,2.87,3,0,7,0.0506974438131921,"5","0","2.9","9","0.32",4.5369,4.41,"ideg"
"27",1,2.76,3,0,7,0.10639753287435,"1","0","2.68","6","0.42",3.0976,2.8224,"ideg"
"28",3,2.4,2,0,7,0.582023432162057,"3","0","3.14","9","1",0.36,0.0196,"ideg"
"29",1,1.77,2,0,6,0.479947427467413,"1","0","3.57","8","0.22",0.5929,6.6049,"ideg"
"3",0,0,0,0,0,1,"0","0","0.1","2","1",0,0.01,"ideg"
"30",0,1.57,1,0,6,0.149783723699423,"0","0","3.95","10","0.04",2.4649,15.6025,"ideg"
"31",1,1.31,1,0,5,0.776111812501062,"1","1","4.76","10","0.14",0.0961,14.1376,"ideg"
"32",1,1.08,1,0,4,0.941495082866396,"1","0","1.31","5","1",0.00640000000000001,0.0961,"ideg"
"33",2,0.78,1,0,3,0.26305023438333,"2","0","0.45","2","0.18",1.4884,2.4025,"ideg"
"34",1,0.84,1,0,3,0.8833042982845,"1","0","0.52","4","0.82",0.0256,0.2304,"ideg"
"35",0,0.5,0,0,2,0.646454687416365,"0","0","0.39","2","1",0.25,0.1521,"ideg"
"36",1,0.35,0,0,2,0.550974285408283,"1","0","0.25","2","0.46",0.4225,0.5625,"ideg"
"37",1,0.26,0,0,2,0.497223058431334,"1","0","0.22","2","0.4",0.5476,0.6084,"ideg"
"38",0,0.14,0,0,1,0.897805508350728,"0","0","0.15","2","1",0.0196,0.0225,"ideg"
"39",0,0.17,0,0,1,0.876068020324195,"0","0","0.12","1","1",0.0289,0.0144,"ideg"
"4",0,0,0,0,0,1,"0","0","0.25","2","1",0,0.0625,"ideg"
"40",1,0.21,0,0,1,0.468614717616728,"1","0","0.06","1","0.12",0.6241,0.8836,"ideg"
"41",0,0.19,0,0,1,0.861627093566472,"0","0","0.05","1","1",0.0361,0.0025,"ideg"
"42",0,0.2,0,0,1,0.854423626916793,"0","0","0.1","1","1",0.04,0.01,"ideg"
"43",0,0.08,0,0,1,0.941495082866396,"0","0","0.12","1","1",0.0064,0.0144,"ideg"
"44",0,0.04,0,0,1,0.97072784862479,"0","0","0.34","1","1",0.0016,0.1156,"ideg"
"45",0,0.01,0,0,1,0.992680422431715,"0","0","0.18","1","1",1e-04,0.0324,"ideg"
"46",0,0,0,0,0,1,"0","0","0.13","1","1",0,0.0169,"ideg"
"5",0,0,0,0,0,1,"0","0","0.38","2","1",0,0.1444,"ideg"
"6",0,0.01,0,0,1,0.992680422431715,"0","0","0.53","3","1",1e-04,0.2809,"ideg"
"7",0,0,0,0,0,1,"0","0","0.82","3","0.78",0,0.6724,"ideg"
"8",0,0.04,0,0,1,0.97072784862479,"0","0","0.82","3","0.76",0.0016,0.6724,"ideg"
"9",0,0.07,0,0,1,0.948797432488703,"0","0","0.89","2","0.74",0.0049,0.7921,"ideg"
"gof_stat","probit obs","probit mean","probit median","probit min","probit max","probit MC p-value","ergm obs","ergm min","ergm mean","ergm max","ergm MC p-value","probit_error","ergm_error","gof_attribute"
"0",2,0.08,0,0,1,4.86895752759193e-05,"2","0","0.02","1","0",3.6864,3.9204,"odeg"
"1",1,0.33,0,0,1,0.156363280524785,"1","0","0.06","1","0.12",0.4489,0.8836,"odeg"
"10",0,1.26,1,0,4,0.00768566048976097,"0","0","1.38","4","0.5",1.5876,1.9044,"odeg"
"11",3,0.9,1,0,5,8.88674274337902e-06,"3","0","1.13","4","0.24",4.41,3.4969,"odeg"
"12",0,0.72,0.5,0,3,0.127712135780695,"0","0","1.02","5","0.7",0.5184,1.0404,"odeg"
"13",0,0.47,0,0,3,0.320075822627335,"0","0","0.77","3","0.96",0.2209,0.5929,"odeg"
"14",1,0.44,0,0,3,0.236135943070002,"1","0","1.02","5","1",0.3136,0.000400000000000001,"odeg"
"15",0,0.62,0,0,2,0.18964415060015,"0","0","0.93","3","0.8",0.3844,0.8649,"odeg"
"16",0,0.71,1,0,3,0.133089153605683,"0","0","1.07","5","0.58",0.5041,1.1449,"odeg"
"17",0,0.76,1,0,3,0.107877318789708,"0","0","0.96","5","0.72",0.5776,0.9216,"odeg"
"18",1,0.81,1,0,4,0.68771942190159,"1","0","1.06","5","1",0.0361,0.00360000000000001,"odeg"
"19",2,0.94,1,0,5,0.0249311073813113,"2","0","1.16","5","0.66",1.1236,0.7056,"odeg"
"2",0,0.82,1,0,3,0.0827869030190977,"0","0","0.16","1","1",0.6724,0.0256,"odeg"
"20",2,1.05,1,0,3,0.044456646353877,"2","0","1.19","5","0.66",0.9025,0.6561,"odeg"
"21",1,1.03,1,0,4,0.949395360798841,"1","0","1.21","5","1",0.000900000000000002,0.0441,"odeg"
"22",1,1.3,1,0,4,0.525649597836153,"1","0","1.24","5","1",0.09,0.0576,"odeg"
"23",0,1.15,1,0,5,0.0149798106109971,"0","0","1.34","4","0.46",1.3225,1.7956,"odeg"
"24",1,1.01,1,0,3,0.983121721122189,"1","0","1.32","4","1",1e-04,0.1024,"odeg"
"25",0,1.45,1,0,5,0.00215837456696728,"0","0","1.92","5","0.3",2.1025,3.6864,"odeg"
"26",0,1.44,1,0,6,0.00231620816405566,"0","0","1.85","7","0.36",2.0736,3.4225,"odeg"
"27",2,1.37,1,0,4,0.182601418779806,"2","0","1.79","5","1",0.3969,0.0441,"odeg"
"28",2,1.39,1,0,4,0.196885033638906,"2","0","1.57","4","0.96",0.3721,0.1849,"odeg"
"29",2,1.2,1,0,4,0.0905641925991936,"2","0","2.07","6","1",0.64,0.00489999999999998,"odeg"
"3",1,1.46,1,0,5,0.330480387723939,"1","0","0.45","3","0.76",0.2116,0.3025,"odeg"
"30",1,1.52,1,0,5,0.271297746869329,"1","0","1.84","8","0.86",0.2704,0.7056,"odeg"
"31",1,1.54,1,0,4,0.253292101620757,"1","0","2.19","5","0.62",0.2916,1.4161,"odeg"
"32",0,1.28,1,0,5,0.00677131712032096,"0","0","2.19","5","0.22",1.6384,4.7961,"odeg"
"33",3,1.24,1,0,4,0.00019660138473628,"3","0","2.01","6","0.64",3.0976,0.9801,"odeg"
"34",1,0.76,1,0,3,0.611643602512572,"1","0","1.47","5","1",0.0576,0.2209,"odeg"
"35",3,0.62,1,0,3,4.77907463655494e-07,"3","0","1.01","4","0.16",5.6644,3.9601,"odeg"
"36",0,0.49,0,0,3,0.299916341590574,"0","0","0.76","5","0.9",0.2401,0.5776,"odeg"
"37",1,0.42,0,0,2,0.219818426738172,"1","0","0.78","3","1",0.3364,0.0484,"odeg"
"38",0,0.44,0,0,3,0.351938409029294,"0","0","0.6","4","1",0.1936,0.36,"odeg"
"39",1,0.56,0,0,3,0.351938409029294,"1","0","0.62","2","1",0.1936,0.1444,"odeg"
"4",2,1.68,2,0,5,0.498423954635164,"2","0","0.63","3","0.22",0.1024,1.8769,"odeg"
"40",1,0.75,1,0,4,0.596885862252473,"1","0","0.31","2","0.58",0.0625,0.4761,"odeg"
"41",0,0.94,1,0,4,0.0467449115344703,"0","0","0.34","3","1",0.8836,0.1156,"odeg"
"42",0,1.11,1,0,5,0.0188620924631991,"0","0","0.3","3","1",1.2321,0.09,"odeg"
"43",0,1.67,2,0,5,0.00041095687867471,"0","0","0.17","2","1",2.7889,0.0289,"odeg"
"44",0,1.6,1.5,0,5,0.00071215046401977,"0","0","0.14","2","1",2.56,0.0196,"odeg"
"45",2,1.41,1,0,4,0.211970110211458,"2","0","0.1","1","0",0.3481,3.61,"odeg"
"46",1,0,0,0,0,0.0343842607560756,"1","0","0.04","1","0.08",1,0.9216,"odeg"
"47",0,0,0,0,0,1,"0","0","0.38","2","1",0,0.1444,"odeg"
"48",2,0,0,0,0,2.3257949221845e-05,"2","0","0.94","2","0.46",4,1.1236,"odeg"
"49",0,0,0,0,0,1,"2","0","0.63","2","0.28",0,1.8769,"odeg"
"5",1,1.32,1,0,5,0.498423954635164,"1","0","0.91","5","1",0.1024,0.00809999999999999,"odeg"
"6",1,0.93,1,0,4,0.882273679461324,"1","0","1.26","5","1",0.00489999999999999,0.0676,"odeg"
"7",0,0.96,1,0,3,0.0422636290501365,"0","0","1.15","4","0.58",0.9216,1.3225,"odeg"
"8",3,1.34,1,0,5,0.000445099001217149,"3","0","1.06","4","0.14",2.7556,3.7636,"odeg"
"9",2,1.09,1,0,3,0.054212086980241,"2","0","1.48","5","0.8",0.8281,0.2704,"odeg"
"gof_stat","probit obs","probit mean","probit median","probit min","probit max","probit MC p-value","ergm obs","ergm min","ergm mean","ergm max","ergm MC p-value","probit_error","ergm_error","gof_attribute"
"1",1188,1112.09,1111,1071,1142,0.890671902205444,"1188","1083","1185.52","1261","0.94",5762.32810000001,6.15040000000009,"dist"
"2",1115,1032.98,1035,974,1075,0.881934182345417,"1115","1157","1251.04","1367","0",6727.2804,18506.8816,"dist"
"3",48,13.25,10,0,48,0.949827361557231,"48","0","12.46","46","0",1207.5625,1263.0916,"dist"
"4",1,0,0,0,0,0.998555231024007,"1","0","0","0","0",1,1,"dist"
"5",0,0,0,0,0,1,"0","0","0","0","1",0,0,"dist"
"Inf",98,3.68,0,0,46,0.864388911957574,"98","0","0.98","49","0",8896.2624,9412.8804,"dist"
